Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
attorney austin malignant mesothelioma,0.88,91,-,110,91,58,58,91,58,58,73,73,73,58,-,-,$54.50,-,73
mesothelioma lawyer new york,0.91,880,-,480,480,480,590,720,590,590,720,1300,1300,720,-,-,$0.00,-,720
mesothelioma attorney tx,0.87,1000,-,720,720,720,390,880,590,720,1300,880,880,480,-,-,$0.00,-,720
attorney asbestos,0.77,6600,-,3600,5400,5400,3600,5400,5400,6600,4400,3600,5400,3600,-,-,$0.00,-,4400
law asbestos,0.79,4400,-,2900,3600,3600,2900,2900,2900,2900,2900,2900,2900,2400,-,-,$0.00,-,2900
asbestos settlement amounts,0.77,73,-,58,58,46,46,46,73,91,73,58,91,73,-,-,$0.05,-,73
of mesothelioma,0.82,6600,-,3600,3600,3600,3600,2900,2900,2900,3600,3600,4400,2900,-,-,$59.63,-,3600
lawsuit lawyer mesothelioma,0.69,480,-,320,390,320,260,480,320,590,260,210,210,110,-,-,$0.05,-,320
asbestos attorney lawsuit,0.72,590,-,480,720,590,480,880,480,880,480,480,260,210,-,-,$0.05,-,480
advice asbestos legal mesothelioma,0.84,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$48.94,-,36
mesothelioma victim,0.87,390,-,170,210,260,260,320,210,170,210,390,320,170,-,-,$0.05,-,260
compensation asbestos,0.74,2400,-,590,590,480,480,590,480,320,480,480,590,390,-,-,$0.00,-,480
mesothelioma asbestos lawyer,0.71,2900,-,1600,1900,1900,1600,2400,1900,2400,1900,1300,2400,880,-,-,$0.00,-,1900
mesothelioma and,0.76,4400,-,2400,2400,2400,1900,1900,1900,1900,2900,2900,2400,1900,-,-,$0.00,-,2400
asbestosis claims,0.73,5400,-,1600,1900,1900,1900,2400,2900,1900,2400,1900,2400,1600,-,-,$60.78,-,1900
is mesothelioma,0.89,2900,-,1900,1900,1900,1600,1600,1600,1300,1600,1900,2900,1300,-,-,$0.00,-,1600
asbestos mesothelioma lawyer law cancer lawsuit,0.55,110,-,110,260,210,140,110,73,73,73,91,73,58,-,-,$0.05,-,110
asbestos suits,0.78,480,-,390,320,320,260,260,390,260,390,260,320,210,-,-,$57.56,-,320
litigation mesothelioma,0.87,880,-,480,590,720,590,480,590,880,880,720,880,590,-,-,$0.00,-,720
mesothelioma and asbestos attorney,0.71,2400,-,1300,1900,1900,1600,2400,1600,1900,1600,1000,2400,880,-,-,$0.05,-,1600
asbestos attorney cancer lawsuit mesothelioma settlement,0.56,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,36
asbestos attorney cancer law mesothelioma settlement,0.64,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,28
mesothelioma trial,0.72,320,-,140,91,140,140,260,110,260,260,210,170,73,-,-,$0.05,-,170
pleural mesothelioma lawyer,0.86,91,-,46,36,36,46,73,28,110,46,46,0,110,-,-,$0.05,-,46
mesothelioma attorney washington,0.99,170,-,73,140,91,73,73,91,58,28,22,46,22,-,-,$75.31,-,58
mesothelioma lawyer boston,0.77,390,-,58,91,140,73,140,210,260,260,390,720,590,-,-,$35.75,-,320
asbestos cancer law lawsuit mesothelioma settlement,0.52,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,12
mesothelioma asbestos lawyers,0.71,2900,-,1300,1900,1900,1600,2400,1600,1900,1600,1300,2400,880,-,-,$0.05,-,1600
mesothelioma lawyer austin,0.93,480,-,480,390,480,260,390,390,320,390,320,320,210,-,-,$25.80,-,320
mesothelioma lawyer rhode island,0.98,320,-,110,91,170,140,140,210,110,91,110,91,110,-,-,$55.72,-,110
mesothelioma lung cancer lawsuits,0.92,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,0
mesothelioma law asbestos,0.66,590,-,390,590,590,480,590,390,590,480,390,390,260,-,-,$0.00,-,480
mesothelioma care,0.86,140,-,36,58,28,46,46,28,28,58,91,36,46,-,-,$0.05,-,46
lawyer asbestos,0.82,6600,-,3600,3600,3600,2900,4400,3600,4400,3600,2900,5400,2900,-,-,$0.00,-,3600
asbestos on the lungs,0.76,1000,-,720,720,590,590,480,480,390,480,590,590,480,-,-,$0.05,-,590
attorneys mesothelioma,0.85,18100,-,9900,12100,9900,8100,9900,12100,12100,12100,9900,18100,8100,-,-,$0.00,-,9900
mesothelioma mortality,0.82,110,-,46,28,58,36,46,28,36,73,46,46,58,-,-,$0.05,-,46
lawsuit compensation,0.31,1300,-,1300,1300,1300,1300,720,880,1000,1000,880,880,880,-,-,$0.05,-,1000
choosing a mesothelioma attorney,0.86,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,5
mesothelioma firm,0.8,1600,-,1300,1900,1600,1300,1000,1000,1300,1300,1300,1600,1300,-,-,$0.05,-,1300
asbestos contact,0.47,320,-,58,73,91,91,91,73,91,91,110,91,73,-,-,$0.05,-,91
from asbestos,0.52,4400,-,2400,2400,2900,2400,1900,1900,1900,2400,2400,2400,1900,-,-,$0.05,-,2400
