Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
property sales records,0.43,2900,-,2400,2400,2400,2400,2400,2900,2900,2900,3600,3600,2900,-,-,$0.74,-,2900
how to record phone calls,0.52,6600,-,4400,4400,4400,4400,4400,3600,2900,3600,3600,3600,3600,-,-,$1.73,-,3600
legal aid nsw,0.18,8100,-,58,91,110,110,91,73,58,73,91,91,46,-,-,$0.93,-,73
cassette tape recorder,0.75,3600,-,2400,2400,1900,1900,1900,2400,1900,2400,2400,2900,2400,-,-,$1.18,-,2400
bankruptcy records,0.63,22200,-,18100,18100,22200,22200,22200,22200,18100,18100,22200,22200,18100,-,-,$1.45,-,22200
legal contract templates,0.78,1000,-,720,720,720,590,590,590,720,720,880,880,590,-,-,$1.49,-,720
medical records,0.43,301000,-,246000,301000,301000,246000,246000,246000,246000,246000,246000,246000,201000,-,-,$4.31,-,246000
call recording,0.58,90500,-,22200,18100,18100,22200,22200,18100,18100,22200,18100,22200,18100,-,-,$3.20,-,18100
juvenile records,0.45,9900,-,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,8100,-,-,$1.14,-,9900
real estate sales records,0.5,6600,-,4400,4400,5400,5400,6600,6600,8100,8100,8100,8100,6600,-,-,$1.91,-,6600
record car,0.26,33100,-,8100,9900,9900,8100,8100,8100,8100,8100,9900,8100,8100,-,-,$9.68,-,8100
free screen recorder,0.27,40500,-,14800,14800,14800,12100,12100,12100,12100,12100,12100,14800,12100,-,-,$1.10,-,12100
guinness book of records,0.06,165000,-,90500,90500,90500,90500,74000,74000,74000,74000,74000,74000,74000,-,-,$0.30,-,74000
screen video recorder,0.4,12100,-,2900,2900,2400,2400,2400,2400,2400,2400,1900,2400,1900,-,-,$0.00,-,2400
electronic health records,0.64,40500,-,33100,40500,49500,40500,27100,27100,22200,27100,33100,33100,27100,-,-,$9.12,-,33100
legal questions answered free,0.84,390,-,320,320,590,590,260,210,210,210,260,260,210,-,-,$0.05,-,320
traffic violation records,0.52,720,-,590,590,590,720,720,880,720,720,720,880,720,-,-,$1.96,-,720
screen recording,0.39,49500,-,22200,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,-,-,$2.36,-,18100
court records,0.26,823000,-,673000,673000,673000,673000,673000,673000,673000,673000,673000,823000,673000,-,-,$1.19,-,673000
screen recorder freeware,0.18,5400,-,720,720,880,1000,880,1000,1300,1300,1000,1000,880,-,-,$0.98,-,1000
legal advisor,0.22,14800,-,1900,2400,2400,2400,2900,2400,1900,1900,2400,2400,1900,-,-,$1.60,-,2400
legal letters,0.31,8100,-,3600,4400,5400,5400,5400,4400,4400,4400,4400,5400,4400,-,-,$1.08,-,4400
macro recorder,0.32,60500,-,14800,12100,14800,12100,12100,14800,12100,12100,12100,14800,12100,-,-,$1.11,-,12100
legal english,0.22,49500,-,5400,5400,6600,6600,5400,5400,5400,6600,5400,6600,5400,-,-,$1.88,-,5400
best screen recorder,0.21,6600,-,2900,2900,2900,2900,2900,2900,2400,2400,2400,2400,2400,-,-,$1.34,-,2400
windows macro recorder,0.44,4400,-,1600,1600,1600,1600,1600,1600,1600,1600,1600,1900,1600,-,-,$1.13,-,1600
property records search,0.24,12100,-,9900,8100,9900,9900,9900,9900,9900,12100,12100,12100,9900,-,-,$0.53,-,9900
recording software free download,0.39,22200,-,8100,6600,6600,6600,8100,8100,6600,6600,6600,6600,6600,-,-,$0.65,-,6600
video recorder,0.49,450000,-,165000,165000,110000,110000,110000,110000,90500,110000,110000,110000,110000,-,-,$1.34,-,110000
public records now,0.62,3600,-,1900,2400,2400,2900,4400,3600,3600,4400,3600,4400,3600,-,-,$0.94,-,3600
mp3 recorders,0.73,2900,-,1600,1300,1300,1300,1600,1600,1000,1600,1600,1600,1300,-,-,$1.26,-,1300
record now,0.25,90500,-,33100,27100,27100,27100,27100,22200,22200,27100,27100,27100,27100,-,-,$0.48,-,27100
legal aid board,0.17,9900,-,170,140,110,110,73,91,91,91,110,170,91,-,-,$0.94,-,110
studio recording software,0.59,27100,-,18100,14800,14800,14800,14800,14800,14800,14800,14800,18100,18100,-,-,$0.00,-,14800
record streaming audio,0.2,22200,-,14800,12100,12100,12100,12100,9900,12100,12100,12100,14800,14800,-,-,$0.67,-,12100
jail records,0.43,49500,-,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,40500,-,-,$0.68,-,49500
legal advice bureau,0.66,880,-,91,58,46,73,58,58,28,46,46,46,28,-,-,$5.49,-,46
record my voice,0.25,5400,-,5400,4400,4400,3600,2900,2900,2400,2900,2900,2900,2900,-,-,$1.06,-,3600
free voice recording software,0.34,12100,-,3600,3600,4400,3600,4400,3600,3600,3600,3600,4400,3600,-,-,$0.71,-,3600
screen recorder free download,0.27,9900,-,1600,1000,1300,1000,1300,1600,1600,1600,1600,1300,1300,-,-,$0.05,-,1300
recording studio jobs,0.66,2400,-,1000,1300,1000,1300,1300,1300,1000,1300,1300,1600,1600,-,-,$1.10,-,1300
bsr screen recorder,0.1,9900,-,1900,1900,1900,1600,1600,1900,1900,1900,1900,1900,1900,-,-,$0.05,-,1900
legal records search,0.69,390,-,320,480,320,390,390,480,320,390,320,480,390,-,-,$0.70,-,390
police records,0.48,110000,-,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,-,-,$0.75,-,90500
spy voice recorder,0.86,5400,-,2400,2400,1900,1900,1900,1600,1300,1900,1900,1900,1600,-,-,$1.81,-,1900
land records,0.12,135000,-,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,74000,-,-,$0.52,-,90500
online legal help,0.89,2900,-,3600,14800,1000,1000,1000,880,720,880,1000,1000,1000,-,-,$0.00,-,2400
call recorder,0.37,201000,-,18100,18100,18100,18100,14800,14800,14800,14800,14800,14800,12100,-,-,$1.35,-,14800
legal aid queensland,0.13,5400,-,58,73,58,58,58,58,36,58,73,73,28,-,-,$1.44,-,58
public tax records,0.39,5400,-,5400,5400,5400,5400,6600,6600,5400,5400,6600,6600,5400,-,-,$0.56,-,5400
marriage records,0.65,301000,-,246000,246000,246000,246000,246000,301000,246000,301000,301000,301000,246000,-,-,$0.55,-,246000
princeton record exchange,0.11,1900,-,2400,1900,1600,1900,1900,1900,1600,1600,1900,1600,1300,-,-,$0.51,-,1900
telephone recording,0.73,22200,-,9900,8100,8100,9900,9900,9900,8100,9900,9900,9900,8100,-,-,$2.57,-,9900
national news,0.18,165000,-,74000,90500,90500,110000,74000,60500,60500,74000,74000,90500,74000,-,-,$0.79,-,74000
my criminal record,0.72,9900,-,6600,6600,6600,6600,6600,6600,6600,6600,6600,8100,6600,-,-,$3.62,-,6600
public court records,0.3,60500,-,49500,49500,49500,49500,60500,60500,60500,60500,49500,60500,49500,-,-,$0.90,-,49500
audio recording,0.39,135000,-,90500,74000,74000,90500,74000,74000,60500,74000,74000,74000,74000,-,-,$1.59,-,74000
car record,0.26,33100,-,8100,9900,9900,8100,8100,8100,8100,8100,9900,8100,8100,-,-,$0.00,-,8100
death records,0.62,301000,-,246000,246000,246000,246000,246000,246000,246000,246000,246000,301000,246000,-,-,$0.42,-,246000
radio recorder,0.51,33100,-,14800,12100,9900,9900,9900,9900,8100,9900,8100,9900,8100,-,-,$0.63,-,9900
change name legally,0.42,22200,-,18100,18100,18100,18100,18100,18100,18100,18100,18100,22200,18100,-,-,$1.21,-,18100
tax records,0.11,301000,-,301000,301000,301000,301000,301000,301000,301000,301000,368000,368000,301000,-,-,$1.39,-,301000
public records search,0.57,60500,-,49500,40500,40500,49500,49500,60500,60500,60500,74000,74000,60500,-,-,$0.66,-,60500
public records,0.46,1220000,-,1000000,1000000,1000000,1000000,1220000,1220000,1000000,1000000,1000000,1220000,1000000,-,-,$0.57,-,1000000
free sound recorder,0.17,40500,-,12100,9900,9900,9900,9900,9900,8100,9900,9900,9900,9900,-,-,$0.18,-,9900
divorce records,0.68,201000,-,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,135000,-,-,$0.90,-,165000
legal marketing,0.44,18100,-,9900,12100,12100,9900,12100,12100,12100,14800,9900,12100,9900,-,-,$6.46,-,12100
juvie records,0.45,9900,-,9900,9900,12100,9900,9900,9900,9900,12100,12100,12100,9900,-,-,$0.05,-,9900
free studio recording software,0.5,12100,-,9900,8100,8100,8100,8100,9900,8100,8100,8100,9900,8100,-,-,$0.00,-,8100
zoom recorder,0.77,40500,-,22200,22200,18100,18100,14800,14800,14800,14800,14800,18100,14800,-,-,$1.89,-,18100
record retention guidelines,0.28,6600,-,4400,5400,5400,4400,4400,4400,5400,5400,5400,6600,5400,-,-,$1.24,-,5400
public marriage records,0.72,27100,-,22200,22200,27100,27100,27100,27100,27100,27100,27100,27100,22200,-,-,$0.46,-,27100
probate records,0.25,22200,-,18100,14800,18100,18100,18100,18100,18100,18100,18100,18100,14800,-,-,$0.69,-,18100
property records,0.2,301000,-,301000,301000,301000,301000,301000,301000,301000,301000,301000,368000,301000,-,-,$0.56,-,301000
recording telephone conversations,0.5,1600,-,720,720,720,720,720,880,880,880,880,1000,880,-,-,$1.81,-,880
affordable legal help,0.73,320,-,170,140,140,110,210,210,260,260,390,390,390,-,-,$2.43,-,260
legal adviser,0.23,9900,-,880,880,880,880,1300,720,720,720,720,880,880,-,-,$2.14,-,880
